"PHL NO.";"OLD ACC. NO.";"GB NO.";"COLLECTING No.";"CULTIVAR/VARIETY NAME/PEDIGREE";"DIALECT";"SOURCE/ GROWER";"SCIENTIFIC NAME";"COUNT COLL.";"PROV/STATE";"TOWN";"BARANGAY";"SITIO";"";"ACQ. DATE";"REMARKS";"LATITUDE";"LONGITUDE";"LAT";"LONG";"ALTITUDE";"COLLECTING  SOURCE";"GENETIC  STATUS";"SAMPLE  TYPE";"SAMPLING METHOD";"MATERIAL COLLECTED";"TOPOGRAPHY";"SITE";"SOIL TEXTURE";"DRAINAGE";"SOIL COLOR";"STONINESS";"NOTE"
"32083";"";"56393";"NCA/LSG/RRC 2004-047";"";"";"";"Z. mays L.";"Philippines";"Abra";"Pidigan";"Poblacion";"";"20041025";"October 25, 2004";"White";"17° 34′ 0″";"120° 35′ 0″";"17.566667";" 120.583333";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32084";"";"56394a";"NCA/LSG/RRC 2004-048";"";"";"";"Z. mays L.";"Philippines";"Abra";"Pidigan";"Yuyeng";"";"20041025";"October 25, 2004";"a-White";"17° 33' 3.8""";"120° 34' 32.2""";"17.551100";"120.575600";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32085";"";"56394b";"";"";"";"";"Z. mays L.";"";"";"";"";"";"";"";" b-Pinkish";"17° 33' 3.8""";"120° 34' 32.2""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32086";"";"56395";"NCA/LSG/RRC 2004-049";"Mun nao";"";"";"Z. mays L.";"Philippines";"Abra";"Pidigan";"Pamutic";"";"20041025";"October 25, 2004";"White";"17° 33' 22.4""";"120° 34' 1.9""";"17.556100";"120.567200";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32087";"";"56396";"NCA/LSG/RRC 2004-050";"Imelda";"";"";"Z. mays L.";"Philippines";"Abra";"Pidigan";"Pamutic";"";"20041025";"October 25, 2004";"";"17° 33' 22.4""";"120° 34' 1.9""";"17.556100";"120.567200";"";"1.9";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32088";"";"56397";"NCA/LSG/RRC 2004-051";"Native na pula";"";"";"Z. mays L.";"Philippines";"Abra";"Pidigan";"Garreta";"";"20041025";"October 25, 2004";"Red";"17° 32' 37.4""";"120° 33' 27""";"17.543600";"120.557500";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32090";"";"56400";"NCA/LSG/RRC 2004-054";"Diket - bin-nat (mahaba)";"";"";"Z. mays L.";"Philippines";"Abra";"Pidigan";"Garreta";"";"20041025";"October 25, 2004";"violet";"17° 32' 37.4""";"120° 33' 27""";"17.543600";"120.557500";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32091";"";"56401";"NCA/LSG/RRC 2004-055";"Diket - bin-nat (mahaba)";"";"";"Z. mays L.";"Philippines";"Abra";"Pidigan";"Garreta";"";"20041025";"October 25, 2004";"White";"17° 32' 32.7""";"120° 33' 18.7""";"17.542500";"120.555300";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32093";"";"56403";"NCA/LSG/RRC 2004-057";"";"";"";"Z. mays L.";"Philippines";"Abra";"Bucay";"Salnek";"";"20041025";"October 25, 2004";"White";"17° 28' 29.2";"120° 41' 51""";"17.474700";"120.697500";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32094";"";"56404";"NCA/LSG/RRC 2004-058";"";"";"";"Z. mays L.";"Philippines";"Abra";"Bucay";"Salnek";"";"20041025";"October 25, 2004";"White";"17° 28' 29.2""";"120° 41' 51""";"17.474700";"120.697500";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32095";"";"56405";"NCA/LSG/RRC 2004-059";"";"";"";"Z. mays L.";"Philippines";"Abra";"Bucay";"Salnek";"";"20041025";"October 25, 2004";"White";"17° 28' 29.2""";"120° 41' 51""";"17.474700";"120.697500";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32096";"";"56406";"NCA/LSG/RRC 2004-060";"";"";"";"Z. mays L.";"Philippines";"Abra";"Bucay";"Salnek";"";"20041025";"October 25, 2004";"Mixed (White + Yellow)";"17° 28' 29.2""";"120° 41' 51""";"17.474700";"120.697500";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32097";"";"56407";"NCA/LSG/RRC 2004-061";"";"";"";"Z. mays L.";"Philippines";"Abra";"Bucay";"Salnek";"";"20041025";"October 25, 2004";"White";"17° 28' 29.2""";"120° 41' 51""";"17.474700";"120.697500";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32098";"";"56408";"NCA/LSG/RRC 2004-062";"Binabalaoan";"";"";"Z. mays L.";"Philippines";"Abra";"Bucay";"Salnek";"";"20041025";"October 25, 2004";"White";"17° 28' 29.2""";"120° 41' 51""";"17.474700";"120.697500";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32099";"";"56409";"NCA/LSG/RRC 2004-063";"Binabalaoan";"";"";"Z. mays L.";"Philippines";"Abra";"Manabo";"Sto. Thomas";"";"20041025";"October 25, 2004";"White";"17° 26' 12.2""";"120° 41' 47.4""";"17.436700";"120.696400";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32100";"";"56410";"NCA/LSG/RRC 2004-064";"Binabalaoan";"";"";"Z. mays L.";"Philippines";"Abra";"Manabo";"Sto. Thomas";"";"20041025";"October 25, 2004";"White";"17° 26' 12.2""";"120° 41' 47.4""";"17.436700";"120.696400";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32101";"";"56411";"NCA/LSG/RRC 2004-065";"Diket";"";"";"Z. mays L.";"Philippines";"Abra";"Bucay";"Laban";"";"20041025";"October 25, 2004";"White";"17° 32' 37.7""";"120° 43' 24.7""";"17.543900";"120.723600";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32102";"";"56412";"NCA/LSG/RRC 2004-066";"Diket";"";"";"Z. mays L.";"Philippines";"Abra";"Bucay";"San Miguel";"";"20041025";"October 25, 2004";"White";"17° 32' 53.9""";"120° 43' 12""";"17.548300";"120.720000";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32103";"";"56414";"NCA/LSG/RRC 2004-068";"Diket";"";"";"Z. mays L.";"Philippines";"Abra";"Lapuz";"Muding";"";"20041026";"October 26, 2004";"White";"17° 37' 39.8""";"120° 37' 37.3""";"17.627800";"120.626900";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32104";"";"56415";"NCA/LSG/RRC 2004-069";"";"";"";"Z. mays L.";"Philippines";"Abra";"Lapuz";"Muding";"";"20041026";"October 26, 2004";"Orange (mixed with White)";"17° 37' 39.8""";"120° 37' 37.3""";"17.627800";"120.626900";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32105";"";"56416";"NCA/LSG/RRC 2004-070";"Diket";"";"";"Z. mays L.";"Philippines";"Abra";"Lapuz";"San Gregorio ";"Naguillian";"20041026";"October 26, 2004";"White";"17° 38' 22.3""";"120° 38' 22.7""";"17.639400";"120.639700";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32106";"";"56417";"NCA/LSG/RRC 2004-071";"Diket";"";"";"Z. mays L.";"Philippines";"Abra";"Lapuz";"San Gregorio ";"Naguillian";"20041026";"October 26, 2004";"White";"17° 38' 22.3""";"120° 38' 22.7""";"17.639400";"120.639700";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32107";"";"56418";"NCA/LSG/RRC 2004-072";"";"";"";"Z. mays L.";"Philippines";"Abra";"Lapuz";"San Gregorio ";"Naguillian";"20041026";"October 26, 2004";"White";"17° 38' 22.3""";"120° 38' 22.7""";"17.639400";"120.639700";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32108";"";"56419";"NCA/LSG/RRC 2004-073";"Diket";"";"";"Z. mays L.";"Philippines";"Abra";"Danglas";"Poblacion";"";"20041026";"October 26, 2004";"Mixed (Yellow and flint)";"17° 41' 28.4""";"120° 40' 12.3""";"17.691100";"120.670000";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32109";"";"56420";"NCA/LSG/RRC 2004-074";"";"";"";"Z. mays L.";"Philippines";"Abra";"Danglas";"Poblacion";"";"20041026";"October 26, 2004";"White";"17° 41' 28.4""";"120° 40' 12.3""";"17.691100";"120.670000";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32110";"";"56421";"NCA/LSG/RRC 2004-075";"Diket";"";"";"Z. mays L.";"Philippines";"Abra";"Danglas";"Poblacion";"";"20041026";"October 26, 2004";"White";"17° 41' 28.4""";"120° 40' 12.3""";"17.691100";"120.670000";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32111";"";"56422";"NCA/LSG/RRC 2004-076";"";"";"";"Z. mays L.";"Philippines";"Abra";"Danglas";"Poblacion";"";"20041026";"October 26, 2004";"White";"17° 41' 28.4""";"120° 40' 12.3""";"17.691100";"120.670000";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32112";"";"56423";"NCA/LSG/RRC 2004-077";"Barasibes";"";"";"Z. mays L.";"Philippines";"Abra";"Danglas";"Kaupasan";"";"20041026";"October 26, 2004";"White";"17° 40' 52.6""";"120° 39' 49.9""";"17.681400";"120.663900";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32113";"";"56424";"NCA/LSG/RRC 2004-078";"Maguprak";"";"";"Z. mays L.";"Philippines";"Abra";"Danglas";"Kaupasan";"";"20041026";"October 26, 2004";"White, OP";"17° 40' 57.6""";"120° 39' 49.9""";"17.681400";"120.663900";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32114";"";"56425";"NCA/LSG/RRC 2004-079";"Diket with bulibug (violet)";"";"";"Z. mays L.";"Philippines";"Abra";"Danglas";"Kaupasan";"";"20041026";"October 26, 2004";"White mixed with violet";"17° 40' 57.6""";"120° 39' 49.9""";"17.681400";"120.663900";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32115";"";"56426";"NCA/LSG/RRC 2004-080";"Diket";"";"";"Z. mays L.";"Philippines";"Abra";"Danglas";"Kaupasan";"";"20041026";"October 26, 2004";"White";"17° 40' 57.6""";"120° 39' 49.9""";"17.681400";"120.663900";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32116";"";"56427";"NCA/LSG/RRC 2004-081";"Bulibug";"";"";"Z. mays L.";"Philippines";"Abra";"Danglas";"Kaupasan";"";"20041026";"October 26, 2004";"White";"17° 40' 57.6""";"120° 39' 49.9""";"17.681400";"120.663900";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32117";"";"56428";"NCA/LSG/RRC 2004-082";"";"";"";"Z. mays L.";"Philippines";"Abra";"Danglas";"Kaupasan";"";"20041026";"October 26, 2004";"White";"17° 40' 57.6""";"120° 39' 49.9""";"17.681400";"120.663900";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32118";"";"56429";"NCA/LSG/RRC 2004-083";"Diket";"";"";"Z. mays L.";"Philippines";"Abra";"Danglas";"Kaupasan";"";"20041026";"October 26, 2004";"White";"17° 40' 57.6""";"120° 39' 49.9""";"17.681400";"120.663900";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32119";"";"56430";"NCA/LSG/RRC 2004-084";"Maguprak";"";"";"Z. mays L.";"Philippines";"Abra";"Pillar";"Poblacion";"";"20041026";"October 26, 2004";"White";"17° 24' 44.9""";"120° 36' 2.7""";"17.412500";"120.600800";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32120";"";"56431";"NCA/LSG/RRC 2004-085";"Native";"";"";"Z. mays L.";"Philippines";"Abra";"Pillar";"Poblacion";"";"20041026";"October 26, 2004";"Orange";"17° 24' 44.9""";"120° 36' 2.7""";"17.412500";"120.600800";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32121";"";"56432";"NCA/LSG/RRC 2004-086";"Diket";"";"";"Z. mays L.";"Philippines";"Abra";"Villaviciosa";"Laplapod";"";"20041026";"October 26, 2004";"White";"17° 26' 22.6""";"120° 37' 43.5""";"17.439700";"120.628900";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32122";"";"56433";"NCA/LSG/RRC 2004-087";"Diket";"";"";"Z. mays L.";"Philippines";"La Union";"Bacnotan";"Cabaroan";"";"20041027";"October 27, 2004";"White";"16° 44' 0.5""";"120° 22' 23.5""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32123";"";"56434";"NCA/LSG/RRC 2004-088";"Diket";"";"";"Z. mays L.";"Philippines";"La Union";"Bacnotan";"Pangpang";"";"20041027";"October 27, 2004";"White";"16° 44' 20.5""";"120° 22' 44.9""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32124";"";"56435";"NCA/LSG/RRC 2004-089";"Maguprak";"";"";"Z. mays L.";"Philippines";"La Union";"Bacnotan";"Bacqui";"";"20041027";"October 27, 2004";"White, flint";"16° 44' 30.1""";"120° 23' 13.1""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32125";"";"56436";"NCA/LSG/RRC 2004-090";"Diket";"";"";"Z. mays L.";"Philippines";"La Union";"Bacnotan";"Balaoan Public Market";"";"20041028";"October 27, 2004";"White";"16° 49' 7.7""";"120° 24' 31.1""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32126";"";"56437";"NCA/LSG/RRC 2004-091";"Diket";"";"";"Z. mays L.";"Philippines";"La Union";"Santol";"Poblacion";"";"20041028";"October 28, 2004";"White";"16° 45' 33.6""";"120° 27' 53.6""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32127";"";"56438";"NCA/LSG/RRC 2004-092";"Maguprak";"";"";"Z. mays L.";"Philippines";"La Union";"Santol";"Poblacion";"";"20041028";"October 28, 2004";"White, flint";"16° 45' 33.6""";"120° 27' 53.6""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32128";"";"56439";"NCA/LSG/RRC 2004-093";"Diket";"";"";"Z. mays L.";"Philippines";"La Union";"Santol";"Currooy ";"Ambagat";"20041028";"October 28, 2004";"White";"16° 46' 57.3""";"120° 27' 54.1""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32129";"";"56440";"NCA/LSG/RRC 2004-094";"Diket";"";"";"Z. mays L.";"Philippines";"La Union";"Bangar";"Bangar Public Market";"";"20041028";"October 28, 2004";"White";"16° 53' 29.3""";"120° 25' 32.6""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32130";"";"56441";"NCA/LSG/RRC 2004-095";"";"";"";"Z. mays L.";"Philippines";"La Union";"Santol";"Poblacion";"";"20041028";"October 28, 2004";"White";"16° 46' 9.3""";"120° 27' 55.8""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32131";"";"56442";"NCA/LSG/RRC 2004-096";"Macapuno";"";"";"Z. mays L.";"Philippines";"La Union";"Santol";"Poblacion";"";"20041028";"October 28, 2004";"White";"16° 46' 9.3""";"120° 27' 55.8""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32132";"";"56443";"NCA/LSG/RRC 2004-097";"Native";"";"";"Z. mays L.";"Philippines";"La Union";"Santol";"Currooy ";"Ambagat";"20041028";"October 28, 2004";"Light orange";"16° 46' 57.3""";"120° 27' 54.1""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32133";"";"56443A";"";"";"";"";"Z. mays L.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32134";"";"56444";"NCA/LSG/RRC 2004-098";"Native";"";"";"Z. mays L.";"Philippines";"La Union";"Santol";"Currooy ";"Ambagat";"20041028";"October 28, 2004";"White with Purple";"16° 46' 57.3""";"120° 27' 54.1""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32135";"";"56445";"NCA/LSG/RRC 2004-099";"Native";"";"";"Z. mays L.";"Philippines";"La Union";"Santol";"Currooy ";"Ambagat";"20041028";"October 28, 2004";"Brownish";"16° 46' 57.3""";"120° 27' 54.1""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32136";"";"56446";"NCA/LSG/RRC 2004-100";"Native";"";"";"Z. mays L.";"Philippines";"La Union";"Santol";"Currooy ";"Ambagat";"20041028";"October 28, 2004";"White, flint";"16° 46' 57.3""";"120° 27' 54.1""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32137";"";"56446A";"";"";"";"";"Z. mays L.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32138";"";"56447";"NCA/LSG/RRC 2004-101";"Diket";"";"";"Z. mays L.";"Philippines";"La Union";"Santol";"Currooy ";"Ambagat";"20041029";"October 29, 2004";"White";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32139";"";"56448";"NCA/LSG/RRC 2004-102";"Diket/Galvan";"";"";"Z. mays L.";"Philippines";"La Union";"Tubao";"Halog West";"";"20041029";"October 29, 2004";"Orange";"16° 21' 51.8""";"120° 25' 13.4""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32140";"";"56449";"NCA/LSG/RRC 2004-103";"Diket";"";"";"Z. mays L.";"Philippines";"La Union";"Tubao";"Halog West";"";"20041029";"October 29, 2004";"Light orange";"16° 21' 51.8""";"120° 25' 13.4""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32141";"";"56449A";"";"";"";"";"Z. mays L.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32142";"";"56450";"NCA/LSG/RRC 2004-104";"Diket";"";"";"Z. mays L.";"Philippines";"La Union";"Tubao";"Halog West";"";"20041029";"October 29, 2004";"White";"16° 21' 51.8""";"120° 25' 13.4""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32143";"";"56451";"NCA/LSG/RRC 2004-105";"Diket";"";"";"Z. mays L.";"Philippines";"La Union";"Tubao";"Halog West";"";"20041029";"October 29, 2004";"White";"16° 21' 51.8""";"120° 25' 13.4""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32144";"";"56452";"NCA/LSG/RRC 2004-106";"Diket";"";"";"Z. mays L.";"Philippines";"La Union";"Tubao";"Halog West";"";"20041029";"October 29, 2004";"White";"16° 21' 51.8""";"120° 25' 13.4""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32145";"";"56453";"NCA/LSG/RRC 2004-107";"Diket";"";"";"Z. mays L.";"Philippines";"La Union";"Tubao";"Halog West";"";"20041029";"October 29, 2004";"White";"16° 21' 51.8""";"120° 25' 13.4""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32146";"";"56455";"LSG/RRC/LBM 2004-109";"Glutinous";"";"";"Z. mays L.";"Philippines";"Nueva Vizcaya";"Bayombong";"Magsaysay";"";"20041111";"November 11, 2004";"White";"16° 28' 26""";"121° 08' 1.6""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32147";"";"56456";"LSG/RRC/LBM 2004-110";"Native";"";"";"Z. mays L.";"Philippines";"Nueva Vizcaya";"Bayombong";"Massoc";"";"20041111";"November 11, 2004";"White with Purple";"16° 29' 36.1""";"121° 07' 41.6""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32148";"";"56457";"LSG/RRC/LBM 2004-111";"Native";"";"";"Z. mays L.";"Philippines";"Nueva Vizcaya";"Bayombong";"Massoc";"";"20041111";"November 11, 2004";"White";"16° 29' 36.1""";"121° 07' 41.6""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32149";"";"56458";"LSG/RRC/LBM 2004-112";"Galvan";"";"";"Z. mays L.";"Philippines";"Nueva Vizcaya";"Bagabag";"Bakir";"";"20041112";"November 12, 2004";"White";"16° 38' 18.8""";"121° 13' 37.6""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32150";"";"56459";"LSG/RRC/LBM 2004-113";"Galvan (variant)";"";"";"Z. mays L.";"Philippines";"Nueva Vizcaya";"Bagabag";"Bakir";"";"20041112";"November 12, 2004";"Pinkish White";"16° 38' 18.8""";"121° 13' 37.6""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32151";"";"56462";"LSG/RRC/LBM 2004-116";"Diket";"";"";"Z. mays L.";"Philippines";"Nueva Vizcaya";"Villaverde";"Ocapon";"";"20041112";"November 12, 2004";"White with Purple";"16° 38' 11.1""";"121° 09' 25.1""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32152";"";"56463";"LSG/RRC/LBM 2004-117";"Macapuno (?)";"";"";"Z. mays L.";"Philippines";"Nueva Vizcaya";"Villaverde";"Ocapon";"";"20041112";"November 12, 2004";"White";"16° 38' 11.1""";"121° 09' 25.1""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32154";"";"56465";"LSG/RRC/LBM 2004-119";"Diket";"";"";"Z. mays L.";"Philippines";"Nueva Vizcaya";"Villaverde";"Ocapon";"";"20041112";"November 12, 2004";"White";"16° 38' 10.6""";"121° 09' 5.8""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32155";"";"56466";"LSG/RRC/LBM 2004-120";"Tinahog";"";"";"Z. mays L.";"Philippines";"Nueva Vizcaya";"Villaverde";"Ocapon";"";"20041112";"November 12, 2004";"Yellow";"16° 38' 10.6""";"121° 09' 5.8""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32156";"";"56467";"LSG/RRC/LBM 2004-121";"Diket";"";"";"Z. mays L.";"Philippines";"Nueva Vizcaya";"Bayombong";"Cassat";"";"20041112";"November 12, 2004";"White";"16° 31' 40""";"121° 07' 30.1""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32157";"";"56468";"LSG/RRC/LBM 2004-122";"Native";"";"";"Z. mays L.";"Philippines";"Nueva Vizcaya";"Bayombong";"Cassat";"";"20041112";"November 12, 2004";"White, flint";"16° 31' 40""";"121° 07' 30.1""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32158";"";"56469";"LSG/RRC/LBM 2004-123";"Galvan";"";"";"Z. mays L.";"Philippines";"Nueva Vizcaya";"Bayombong";"Cassat";"";"20041112";"November 12, 2004";"White";"16° 31' 43.7 """;"121° 0.7' 36.4""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32159";"";"56470";"LSG/RRC/LBM 2004-124";"Diket";"";"";"Z. mays L.";"Philippines";"Nueva Vizcaya";"Bayombong";"Cassat";"";"20041112";"November 12, 2004";"White";"16° 31' 43.7 """;"121° 0.7' 36.4""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32160";"";"56475";"LSG/RRC/LBM 2004-129";"Diket";"";"";"Z. mays L.";"Philippines";"Nueva Vizcaya";"Malabing";"Kasibu";"";"20041113";"November 13, 2004";"White";"16° 20' 55.1""";"121° 22' 50.5""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32161";"";"56476";"LSG/RRC/LBM 2004-130";"Flint";"";"";"Z. mays L.";"Philippines";"Nueva Vizcaya";"Malabing";"Kasibu";"";"20041113";"November 13, 2004";"White, flint";"16° 20' 55.1""";"121° 22' 50.5""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32162";"";"56477";"LSG/RRC/LBM 2004-131";"Diket";"";"";"Z. mays L.";"Philippines";"Nueva Vizcaya";"Bambang";"Poblacion";"";"20041113";"November 13, 2004";"White with Purple";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32163";"";"56478";"LSG/RRC/LBM 2004-132";"Pop corn";"";"";"Z. mays L.";"Philippines";"Quirino";"Diffun";"Poblacion";"";"20041114";"November 14, 2004";"Yellow";"16° 35' 32.5""";"121° 30' 30.7""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32164";"";"56479";"LSG/RRC/LBM 2004-133";"Pop corn";"";"";"Z. mays L.";"Philippines";"Quirino";"Diffun";"Poblacion";"";"20041114";"November 14, 2004";"Yellow";"16° 35' 32.5""";"121° 30' 30.7""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32166";"";"56484";"LSG/RRC/LBM 2004-138";"Diket";"";"";"Z. mays L.";"Philippines";"Quirino";"Diffun";"Ricarte Norte";"";"20041114";"November 14, 2004";"White";"16° 32' 45.3""";"121° 30' 18.8""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32168";"";"56486";"LSG/RRC/LBM 2004-140";"Diket";"";"";"Z. mays L.";"Philippines";"Quirino";"Diffun";"Dumanisi";"";"20041114";"November 14, 2004";"White (opaque)";"16° 32' 34.3""";"121° 27' 49.6""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32169";"";"56487";"LSG/RRC/LBM 2004-141";"Diket";"";"";"Z. mays L.";"Philippines";"Quirino";"Diffun";"Dumanisi";"";"20041114";"November 14, 2004";"White, flint";"16° 32' 34.3""";"121° 27' 49.6""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32170";"";"56490";"LSG/RRC/LBM 2004-144";"Pop corn";"";"";"Z. mays L.";"Philippines";"Isabela";"Echague";"Poblacion";"";"20041114";"November 14, 2004";"Pop corn Yellow and White";"16° 42' 11.4""";"121° 40' 57.2""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32171";"";"56491";"LSG/RRC/LBM 2004-145";"Native";"";"";"Z. mays L.";"Philippines";"Isabela";"Echague";"Poblacion";"";"20041114";"November 14, 2004";"Pop corn White";"16° 42' 11.4""";"121° 40' 57.2""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32172";"";"56492";"LSG/RRC/LBM 2004-146";"Diket";"";"";"Z. mays L.";"Philippines";"Isabela";"Echague";"Annafunan";"";"20041114";"November 14, 2004";"White";"16° 04' 37.8""";"121° 43' 27.7""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32173";"";"56495";"LSG/RRC/LBM 2004-149";"Diket";"";"";"Z. mays L.";"Philippines";"Quirino";"Madella";"Redlisan";"";"20041115";"November 15, 2004";"White";"16° 19' 4.8""";"121° 39' 11.9""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32174";"";"56496";"LSG/RRC/LBM 2004-150";"Diket";"";"";"Z. mays L.";"Philippines";"Quirino";"Madella";"Aggbag";"";"20041115";"November 15, 2004";"White";"16° 19' 4.8""";"121° 39' 37.5""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32175";"";"56497";"LSG/RRC/LBM 2004-151";"Diket";"";"";"Z. mays L.";"Philippines";"Quirino";"Nagtipunan";"Landigan";"";"20041115";"November 15, 2004";"White";"16° 12' 32.9""";"121° 35' 44.3""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"32176";"";"56498";"LSG/RRC/LBM 2004-152";"Diket";"";"";"Z. mays L.";"Philippines";"Quirino";"Diffun";"San Marcos";"";"20041115";"November 15, 2004";"White";"16° 32' 33.4""";"121° 31' 12.9""";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
